text_clean,label,text
oh thats late well have a good night and i will give u a call tomorrow iam now going to go to sleep night night,0,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
im home,0,I'm home.
so when do you wanna gym harri,0,So when do you wanna gym harri
mum ive sent you many many messages since i got here i just want to know that you are actually getting them do enjoy the rest of your day,0,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day."
xmas iscoming ur awarded either cd gift vouchers free entry r weekly draw txt music to tnc,1,74355 XMAS iscoming & ur awarded either Â£500 CD gift vouchers & free entry 2 r Â£100 weekly draw txt MUSIC to 87066 TnC
private your account statement for shows unredeemed bonus points to claim call identifier code expires,1,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
take us out shopping and mark will distract isaiahd,0,Take us out shopping and Mark will distract Isaiah.=D
night sweet sleep well ive just been to see the exorcism of emily rose and may never sleep again hugs and snogs,0,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! "
i am going to film day da at pm sorry da,0,I am going to film 2day da. At 6pm. Sorry da.
you are a big chic common declare,0,You are a big chic. Common. Declare
hes in lag thats just the sad part but we keep in touch thanks to skype,0,He's in lag. That's just the sad part but we keep in touch thanks to skype
sorry ill call later in meeting,0,"Sorry, I'll call later in meeting."
yes princess i want to please you every night your wish is my command,0,Yes princess! I want to please you every night. Your wish is my command...
do noe if ben is going,0,Do Ã¼ noe if ben is going?
nope im not drivin i neva develop da photos lei,0,Nope i'm not drivin... I neva develop da photos lei...
but we havent got da topic yet rite,0,But we havent got da topic yet rite?
if we win its really no side for long time,0,If we win its really no 1 side for long time.
hey mate spoke to the mag people were on the is deliver by the end of the month deliver on the th sept talk later,0,Hey mate. Spoke to the mag people. Weâre on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 
then we gotta do it after that,0,Then we gotta do it after that
well balls time to make calls,0,Well. Balls. Time to make calls
i think its all still in my car,0,I think it's all still in my car
yeah work is fine started last week all the same stuff as before dull but easy and guys are fun,0,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!"
gsoh good with spam the ladiesu could b a male gigolo join the uks fastest growing mens club reply oncall mjzgroup stop reply stop,1,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@Â£1.50rcvd
im working technical support voice process,0,I'm working technical support :)voice process.
ola would get back to you maybe not today but i ve told him you can be his direct link in the us in getting cars he bids for online you arrange shipping and you get a cut or u for a partnership where u invest money for shipping and he takes care of the restuwud b self reliant soon dnt worry,0,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry"
velly good yes please,0,"Velly good, yes please!"
i am in tirupur call you da,0,I am in tirupur.  call you da.
and is there a way you can send shades stuff to her and she has been wonderful too,0,And is there a way you can send shade's stuff to her. And she has been wonderful too.
oh icic k lor den meet other day,0,"Oh... Icic... K lor, den meet other day..."
will be september by then,0,* Will be september by then!
i feel like a dick because i keep sleeping through your texts and facebook messages sup you in town,0,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
hey we can go jazz power yoga hip hop kb and yogasana,0,Hey we can go jazz power yoga hip hop kb and yogasana 
when you just put in the sign choose my number and the pin will show right,0,"When you just put in the + sign, choose my number and the pin will show. Right?"
you have been specially selected to receive a pound award call before the lines close cost ppm tcs apply ag promo,1,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
just got part nottingham hrs miles good thing i love my man so much but only doing mph hey ho,0,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
more people are dogging in your area now call and join like minded guys why not arrange yourself theres this evening a minapn lsbb,1,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. AÂ£1.50 minAPN LS278BB
win a cash prize or a prize worth,1,Win a Â£1000 cash prize or a prize worth Â£5000
dont pack what you can buy at any storelike cereals if you must pack food pack gari or something ja that you will miss,0,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
wherres my boytoy,0,Wherre's my boytoy ? :-(
serious what like proper tongued her,0,Serious? What like proper tongued her
say this slowly godi love you amp i need youclean my heart with your bloodsend this to ten special people amp u c miracle tomorrow do itplspls do it,0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
yunny im goin to be late,0,Yunny... I'm goin to be late
talk sexy make new friends or fall in love in the worlds most discreet text dating service just text vip to and see who you could meet,1,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
don no dawhats you plan,0,Don no da:)whats you plan?
yup i thk they r e teacher said that will make my face look longer darren ask me not cut too short,0,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
i guess you could be as good an excuse as any lol,0,"I guess you could be as good an excuse as any, lol."
sexy singles are waiting for you text your age followed by your gender as wither m or f egf for gay men text your age followed by a g egg,1,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
jason says its cool if we pick some up from his place in like an hour,0,Jason says it's cool if we pick some up from his place in like an hour
future is not what we planned for tomorrow it is the result of what we do today do the best in present enjoy the future,0,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
do you want bold or bb torch,0,Do you want bold 2 or bb torch
no i am not having not any movies in my laptop,0,No i am not having not any movies in my laptop
no need lar i go engin cos my sis at arts today,0,No need lar i go engin? Cos my sis at arts today...
hey ive booked the lessons on sun liao,0,Hey i've booked the 2 lessons on sun liao...
and are premium phone services call,1,88800 and 89034 are premium phone services call 08718711108
i need to come home and give you some good lovin,0,I need to come home and give you some good lovin...
there bold ltgt is that yours,0,There bold 2  &lt;#&gt; . Is that yours
hi customer loyalty offerthe new nokia mobile from only at txtauction txt word start to no get yours now tctxt tc pmtmsg,1,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY Â£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
i wait inside da car park,0,I wait 4 Ã¼ inside da car park...
text me when you get off dont call my phones having problems,0,"Text me when you get off, don't call, my phones having problems"
im taking derek amp taylor to walmart if im not back by the time youre done just leave the mouse on my desk and ill text you when priscillas ready,0,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready"
dunno da next show aft is toa payoh got,0,Dunno da next show aft 6 is 850. Toa payoh got 650.
wheres my boytoy i miss you what happened,0,Where's my boytoy? I miss you ... What happened?
congrats nokia video camera phone is your call calls cost ppm ave call mins vary from mobiles close post bcm ldn wcnxx,1,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
get the official england poly ringtone or colour flag on yer mobile for tonights game text tone or flag to optout txt eng stop box wwx,1,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX Â£1.50
thats cool i liked your photos you are very sexy,0,Thats cool. i liked your photos. You are very sexy!
goodmorning today i am late for hrs because of back pain,0,"Goodmorning, today i am late for 2hrs. Because of back pain."
you know what hook up means right,0,You know what hook up means right?
after my work ah den plus lor u workin oso rite den go orchard lor no other place to go liao,0,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
pathaya enketa maraikara pa,0,Pathaya enketa maraikara pa'
can help u swoop by picking u up from wherever ur other birds r meeting if u want,0,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
am on my way,0,* Am on my way
last chance claim ur worth of discount vouchers today text shop to now savamob offers mobile t cs savamob pobox muz sub,1,"Last Chance! Claim ur Â£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Sub. 16"
at home also,0,At home also.
please sen my kind advice please come here and try,0,Please sen :)my kind advice :-)please come here and try:-)
did u download the fring app,0,Did u download the fring app?
can i meet at as where depends on where wan in lor,0,Can i meet Ã¼ at 5.. As 4 where depends on where Ã¼ wan 2 in lor..
don know i didt msg him recently,0,Don know. I did't msg him recently.
remember on that day,0,Remember on that day..
yeah ill try to scrounge something up,0,Yeah I'll try to scrounge something up
yes the only place in town to meet exciting adult singles is now in the uk txt chat to now pmsg,1,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
yo come over carlos will be here soon,0,Yo come over carlos will be here soon
hey dont forget you are mine for me my possession my property mmm childish smile,0,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
carlos took a while again we leave in a minute,0,"Carlos took a while (again), we leave in a minute"
call and send our girls into erotic ecstacy just pmin to stop texts call nat rate,1,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
ha then we must walk to everywhere cannot take tram my cousin said can walk to vic market from our hotel,0,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel 
love it i want to flood that pretty pussy with cum,0,Love it! I want to flood that pretty pussy with cum...
spoons it is then okay,0,Spoons it is then okay?
hi there we have now moved in our pub would be great c u if u cud come up,0,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
oh is it which brand,0,Oh is it! Which brand?
we have pizza if u want,0,We have pizza if u want
will b going to esplanade fr home,0,Will Ã¼ b going to esplanade fr home?
yes princess are you going to make me moan,0,"Yes, princess. Are you going to make me moan?"
you can jot down things you want to remember later,0,You can jot down things you want to remember later.
i want to go to perumbavoor,0,I want to go to perumbavoor
hey das cool iknow all wellda peril of studentfinancial crisisspk u lr,0,HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.
im not coming over do whatever you want,0,"I'm not coming over, do whatever you want"
oclock at mine just to bash out a flat plan,0,4 oclock at mine. Just to bash out a flat plan.
oh is it send me the address,0,Oh is it? Send me the address
now that you have started dont stop just pray for more good ideas and anything i see that can help you guys ill forward you a link,0,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
you are a great role model you are giving so much and i really wish each day for a miracle but god as a reason for everything and i must say i wish i knew why but i dont ive looked up to you since i was young and i still do have a great day,0,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
quite lor but dun tell him wait he get complacent,0,Quite lor. But dun tell him wait he get complacent...
wish i were with you now,0,Wish i were with you now!
lol no just was busy,0,LOL ... No just was busy
neva tell me how i noe im not at home in da aft wat,0,Ã neva tell me how i noe... I'm not at home in da aft wat... 
i dont quite know what to do i still cant get hold of anyone i cud pick you up bout pm and we can see if theyre in the pub,0,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?
will do you gonna be at blakes all night i might be able to get out of here a little early,0,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
on ma way to school can you pls send me ashleys number,0,On ma way to school. Can you pls send me ashley's number
hello sort of out in town already that so dont rush home i am eating nachos will let you know eta,0,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
had your contract mobile mnths latest motorola nokia etc all free double mins text on orange tariffs text yes for callback no to remove from records,1,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
what does the dance river do,0,What does the dance river do?
download as many ringtones as u like no restrictions s choose u can even send yr buddys txt sir to,1,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 Â£3 "
gr so how do you handle the victoria island traffic plus whens the album due,0,Gr8. So how do you handle the victoria island traffic. Plus when's the album due
please call immediately as there is an urgent message waiting for you,1,Please CALL 08712402972 immediately as there is an urgent message waiting for you
yup how noe leh,0,Yup... How Ã¼ noe leh...
do you want a new nokia i colour phone delivered tomorrow with free minutes to any mobile free text free camcorder reply or call,1,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705
damn can you make it tonight or do you want to just wait til tomorrow,0,"Damn, can you make it tonight or do you want to just wait til tomorrow"
if i said anything wrong sorry de,0,If i said anything wrong sorry de:-)
network operator the service is free for t cs visit biz,1,network operator. The service is free. For T & C's visit 80488.biz
you have new voicemail please call,1,You have 1 new voicemail. Please call 08719181513.
hi darlin ive just got back and i had a really nice night and thanks so much for the lift see u tomorrow xxx,0,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX
no need to buy lunch for me i eat maggi mee,0,No need to buy lunch for me.. I eat maggi mee..
cos i was out shopping wif darren jus now n i called him ask wat present he wan lor then he started guessing who i was wif n he finally guessed darren lor,0,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
dai what this da can i send my resume to this id,0,Dai what this da.. Can i send my resume to this id.
oh fuck juswoke up in a bed on a boatin the docks slept wid year old spinout giv u da gossip lr xxx,0,OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX
height of confidence all the aeronautics professors wer calld amp they wer askd sit in an aeroplane aftr they sat they wer told dat the plane ws made by their students dey all hurried out of d plane bt only didnt move he saidif it is made by my studentsthis wont even start datz confidence,0,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
nothing but we jus tot u would ask cos u ba gua but we went mt faber yest yest jus went out already mah so today not going out jus call lor,0,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
how are u i have missed u i havent been up much a bit bored with the holiday want go bak college sad isnt itxx,0,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
for ur chance to win a cash every wk txt action to tscs custcare xpwk,1,"For ur chance to win a Â£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk"
uncle boye i need movies oh guide me plus you know torrents are not particularly legal here and the system is slowing down what should i do have a gr day plus have you started cos i dont meet you online how was the honey moon,0,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.
just gettin a bit arty with my collages at the mo well tryin ne way got a roast in a min lovely i shall enjoy that,0,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!"
no chikku nt yet ya im free,0,No chikku nt yet.. Ya i'm free
shant disturb u anymore jia you,0,Shant disturb u anymore... Jia you...
not yet chikkuk then wat abt tht guy did he stopped irritating or msging to u,0,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
sorry brah just finished the last of my exams what up,0,"sorry brah, just finished the last of my exams, what up"
how long does it take to get it,0,How long does it take to get it.
as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a bonus prize call,1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a Â£1500 Bonus Prize, call 09066364589"
aiya we discuss later lar pick up at is it,0,Aiya we discuss later lar... Pick Ã¼ up at 4 is it?
yar he quite clever but aft many guesses lor he got ask me bring but i thk darren not so willing go aiya they thk leona still not attach wat,0,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
is xy in ur car when u picking me up,0,Is xy in ur car when u picking me up?
okey dokey ill be over in a bit just sorting some stuff out,0,"Okey dokey, iâll be over in a bit just sorting some stuff out."
i prefer my free days tues wed fri oso can ask those workin lor,0,"I prefer my free days... Tues, wed, fri oso can... Ã ask those workin lor..."
haha awesome omw back now then,0,"Haha awesome, omw back now then"
wat doing now,0,Wat Ã¼ doing now?
i dont thnk its a wrong calling between us,0,I dont thnk its a wrong calling between us
call to the number which is available in appointment and ask to connect the call to waheed fathima,0,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
id say thats a good sign but well you know my track record at reading women,0,"I'd say that's a good sign but, well, you know my track record at reading women"
machan you go to gym tomorrow i wil come late goodnight,0,"Machan you go to gym tomorrow,  i wil come late goodnight."
xmas iscoming ur awarded either cd gift vouchers free entry r weekly draw txt music to tnc,1,XMAS iscoming & ur awarded either Â£500 CD gift vouchers & free entry 2 r Â£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription 
kallis wont bat in nd innings,0,Kallis wont bat in 2nd innings.
sir send to group mail check it,0,Sir send to group mail check it.
we tried to contact you re your reply to our offer of a video handset anytime networks mins unlimited text camcorder reply or call now,1,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
thnx dude u guys out nite,0,Thnx dude. u guys out 2nite?
you have an important customer service announcement from premier,1,You have an important customer service announcement from PREMIER.
ive sent my part,0,I've sent Ã¼ my part..
oops i did have it ltgt,0,"Oops I did have it,  &lt;#&gt; ?"
she doesnt need any test,0,She doesnt need any test.
is there any training tomorrow,0,Is there any training tomorrow?
what u wearing,0,What * u wearing?
dont think so it turns off like randomlly within min of opening,0,Dont think so. It turns off like randomlly within 5min of opening
our prashanthettans mother passed away last night pray for her and family,0,Our Prashanthettan's mother passed away last night. pray for her and family.
he neva grumble but i sad lor hee buy tmr lor aft lunch but we still meetin lunch tmr a not neva hear fr them lei got a lot of work ar,0,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ã got a lot of work ar?
when are you going to ride your bike,0,When are you going to ride your bike?
what time you think youll have it need to know when i should be near campus,0,What time you think you'll have it? Need to know when I should be near campus
nope i waiting in sch daddy,0,Nope i waiting in sch 4 daddy... 
just checked out heading out to drop off my stuff now,0,"Just checked out, heading out to drop off my stuff now"
no management puzzeles,0,No management puzzeles.
dear good morning how you feeling dear,0,Dear good morning how you feeling dear
am on a train back from northampton so im afraid not,0,* Am on a train back from northampton so i'm afraid not!
im not she lip synced with shangela,0,I'm not. She lip synced with shangela.
free st week entry textpod a chance win gb ipod or cash every wk txt pod to tscs custcare,1,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or Â£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
u are subscribed to the best mobile content service in the uk for per days until you send stop to helpline,1,U are subscribed to the best Mobile Content Service in the UK for Â£3 per 10 days until you send STOP to 82324. Helpline 08706091795
hi test on ltgt rd,0,Hi' Test on  &lt;#&gt; rd ....
onum ela pa normal than,0,Onum ela pa. Normal than.
actually fuck that just do whatever do find an excuse to be in tampa at some point before january though,0,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
you at mu you should try to figure out how much money everyone has for gas and alcohol jay and i are trying to figure out our weed budget,0,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
lol please do actually send a pic of yourself right now i wanna see pose with a comb and hair dryer or something,0,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
please call our customer service representative on between ampm as you have won a guaranteed cash or prize,1,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed Â£1000 cash or Â£5000 prize!
nothing smsing u n xy lor sorry lor da guys neva c u in person but they sort of know u lor so u wan meet them xy ask me bring u along our next meeting,0,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
under the sea there lays a rock in the rock there is an envelope in the envelope there is a paper on the paper there are words,0,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
fine if thats the way u feel thats the way its gota b,0,Fine if thatÂs the way u feel. ThatÂs the way its gota b
lil fever now fine,0,Lil fever:) now fine:)
yeah imma come over cause jay wants to do some drugs,0,Yeah imma come over cause jay wants to do some drugs
usually the person is unconscious thats in children but in adults they may just behave abnormally ill call you now,0,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now
when are you guys leaving,0,When are you guys leaving?
if i let you do this i want you in the house by am,0,"If i let you do this, i want you in the house by 8am."
si will take mokka players only,0,S...i will take mokka players only:)
alrite,0,ALRITE
how are you my love are you with your brother time to talk english with him grins say hey muhommad penny says hello from across the sea,0,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea"
do u knw dis no ltgt,0,Do u knw dis no. &lt;#&gt; ?
well shes in for a big surprise,0,Well she's in for a big surprise!
happened here while you were adventuring,0,happened here while you were adventuring
call freephone now,1,Call FREEPHONE 0800 542 0578 now!
you wont believe it but its true its incredible txts reply g now to learn truly amazing things that will blow your mind from ofwd only ptxt,1,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
its ok i noe ure busy but im really too bored so i msg u i oso dunno wat colour she choose me one,0,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.
if u laugh really loud if u talk spontaneously if u dont care what others feel u are probably with your dear amp best friends goodevening dear,0,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
free any day but i finish at on mon n thurs,0,Free any day but i finish at 6 on mon n thurs...
oh lk tt den we take e one tt ends at cine lor dun wan yogasana oso can,0,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... 
hey r still online ive finished the formatting,0,Hey r Ã¼ still online? I've finished the formatting...
u can win of music gift vouchers every week starting now txt the word draw to tscs skillgamewinaweek ageppermesssubscription,1,"U can WIN Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription"
monthly password for wap mobsicom is use your wap phone not pc,1,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
im there and i can see you but you cant see me maybe you should reboot ym i seen the buzz,0,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
how about clothes jewelry and trips,0,"How about clothes, jewelry, and trips?"
are you plans with your family set in stone,0,Are you plans with your family set in stone ?
y so late but i need to go n get da laptop,0,Y so late but i need to go n get da laptop...
i wnt to buy a bmw car urgentlyits vry urgentbut hv a shortage of ltgt lacsthere is no source to arng dis amt ltgt lacsthats my prob,0,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
therere some people by mu im at the table by lambda,0,"There're some people by mu, I'm at the table by lambda"
wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da,0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
tension face smiling face waste face innocent face terror face cruel face romantic face lovable face decent face ltgt joker face,0,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
hello thanx for taking that call i got a job starts on monday,0,Hello- thanx for taking that call. I got a job! Starts on monday!
hey loverboy i love you i had to tell i look at your picture and ache to feel you between my legs fuck i want you i need you i crave you,0,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .
sorry was at the grocers,0,Sorry * was at the grocers.
yup next stop,0,Yup next stop.
what you did in leave,0,What you did in  leave.
were trying to find a chinese food place around here,0,Were trying to find a Chinese food place around here
it is only yesterday true true,0,It is only yesterday true true.
can you call me plz your number shows out of coveragd area i have urgnt call in vasai amp have to reach before o clock so call me plz,0,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
uncle g just checking up on you do have a rewarding month,0,"Uncle G, just checking up on you. Do have a rewarding month"
if you are not coughing then its nothing,0,If you are not coughing then its nothing
lor change suntec wat time u coming,0,7 lor... Change 2 suntec... Wat time u coming?
what happened to our yo date,0,What happened to our yo date?
your account for xxxxxxxxx shows unredeemed points to claim call identifier code xxxxx expires,1,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05
goodnight sleep well da please take care pa please,0,"Goodnight, sleep well da please take care pa. Please."
they are just making it easy to pay back i have ltgt yrs to say but i can pay back earlier you get,0,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
your gonna be the death if me im gonna leave a note that says its all robs fault avenge me,0,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
hey tmr meet at bugis,0,Hey tmr meet at bugis 930 ?
thought we could go out for dinner ill treat you seem ok,0,Thought we could go out for dinner. I'll treat you! Seem ok?
eh ur laptop got no stock lei he say mon muz come again to take a look c got a not,0,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
back in brum thanks for putting us up and keeping us all and happy see you soon,0,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon 
for the first time in the history need comfort and luxury are sold at same price in india onionrs ltgt petrolrs ltgt beerrs ltgt shesil ltgt,0,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;
probably money worries things are coming due and i have several outstanding invoices for work i did two and three months ago,0,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
might ax well im there,0,Might ax well im there.
not yet chikkugoing to room nw im in bus,0,"Not yet chikku..going to room nw, i'm in bus.."
every king was once a crying baby and every great building was once a map not imprtant where u r today but where u wil reach tomorw gud ni,0,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8"
yeah he got in at and was v apologetic n had fallen out and she was actin like spoilt child and he got caught up in that till but we wont go there not doing too badly cheers you,0,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? 
we regret to inform u that the nhs has made a mistakeu were never actually bornplease report yor local hospital b terminatedwe r sorry the inconvenience,0,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
wat so late still early mah or we juz go dinner lor aiya i dunno,0,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
